id,i1,f1,s1,s2,b1,t1,d1,dec1,nul1
36990,799390,880.3,val-990,unique-00036990,true,2020-01-01T10:16:30.000990Z,2022-09-17,369.9,490
36991,235151,881.27,val-991,unique-00036991,false,2020-01-01T10:16:31.000991Z,2022-09-18,369.91,491
36992,670912,882.24,val-992,unique-00036992,false,2020-01-01T10:16:32.000992Z,2022-09-19,369.92,492
36993,106673,883.21,val-993,unique-00036993,true,2020-01-01T10:16:33.000993Z,2022-09-20,369.93,493
36994,542434,884.18,val-994,unique-00036994,false,2020-01-01T10:16:34.000994Z,2022-09-21,369.94,494
36995,978195,885.15,val-995,unique-00036995,false,2020-01-01T10:16:35.000995Z,2022-09-22,369.95,
36996,413956,886.12,val-996,unique-00036996,true,2020-01-01T10:16:36.000996Z,2022-09-23,369.96,496
36997,849717,887.09,val-997,unique-00036997,false,2020-01-01T10:16:37.000997Z,2022-09-24,369.97,497
36998,285478,888.06,val-998,unique-00036998,false,2020-01-01T10:16:38.000998Z,2022-09-25,369.98,498
36999,721239,889.03,val-999,unique-00036999,true,2020-01-01T10:16:39.000999Z,2022-09-26,369.99,499
37000,157000,890.0,val-000,unique-00037000,false,2020-01-01T10:16:40.000000Z,2020-01-01,370,0
37001,592761,890.97,val-001,unique-00037001,false,2020-01-01T10:16:41.000001Z,2020-01-02,370.01,1
37002,28522,891.94,val-002,unique-00037002,true,2020-01-01T10:16:42.000002Z,2020-01-03,370.02,
37003,464283,892.91,val-003,unique-00037003,false,2020-01-01T10:16:43.000003Z,2020-01-04,370.03,3
37004,900044,893.88,val-004,unique-00037004,false,2020-01-01T10:16:44.000004Z,2020-01-05,370.04,4
37005,335805,894.85,val-005,unique-00037005,true,2020-01-01T10:16:45.000005Z,2020-01-06,370.05,5
37006,771566,895.82,val-006,unique-00037006,false,2020-01-01T10:16:46.000006Z,2020-01-07,370.06,6
37007,207327,896.79,val-007,unique-00037007,false,2020-01-01T10:16:47.000007Z,2020-01-08,370.07,7
37008,643088,897.76,val-008,unique-00037008,true,2020-01-01T10:16:48.000008Z,2020-01-09,370.08,8
37009,78849,898.73,val-009,unique-00037009,false,2020-01-01T10:16:49.000009Z,2020-01-10,370.09,
37010,514610,899.7,val-010,unique-00037010,false,2020-01-01T10:16:50.000010Z,2020-01-11,370.1,10
37011,950371,900.67,val-011,unique-00037011,true,2020-01-01T10:16:51.000011Z,2020-01-12,370.11,11
37012,386132,901.64,val-012,unique-00037012,false,2020-01-01T10:16:52.000012Z,2020-01-13,370.12,12
37013,821893,902.61,val-013,unique-00037013,false,2020-01-01T10:16:53.000013Z,2020-01-14,370.13,13
37014,257654,903.58,val-014,unique-00037014,true,2020-01-01T10:16:54.000014Z,2020-01-15,370.14,14
37015,693415,904.55,val-015,unique-00037015,false,2020-01-01T10:16:55.000015Z,2020-01-16,370.15,15
37016,129176,905.52,val-016,unique-00037016,false,2020-01-01T10:16:56.000016Z,2020-01-17,370.16,
37017,564937,906.49,val-017,unique-00037017,true,2020-01-01T10:16:57.000017Z,2020-01-18,370.17,17
37018,698,907.46,val-018,unique-00037018,false,2020-01-01T10:16:58.000018Z,2020-01-19,370.18,18
37019,436459,908.43,val-019,unique-00037019,false,2020-01-01T10:16:59.000019Z,2020-01-20,370.19,19
37020,872220,909.4,val-020,unique-00037020,true,2020-01-01T10:17:00.000020Z,2020-01-21,370.2,20
37021,307981,910.37,val-021,unique-00037021,false,2020-01-01T10:17:01.000021Z,2020-01-22,370.21,21
37022,743742,911.34,val-022,unique-00037022,false,2020-01-01T10:17:02.000022Z,2020-01-23,370.22,22
37023,179503,912.31,val-023,unique-00037023,true,2020-01-01T10:17:03.000023Z,2020-01-24,370.23,
37024,615264,913.28,val-024,unique-00037024,false,2020-01-01T10:17:04.000024Z,2020-01-25,370.24,24
37025,51025,914.25,val-025,unique-00037025,false,2020-01-01T10:17:05.000025Z,2020-01-26,370.25,25
37026,486786,915.22,val-026,unique-00037026,true,2020-01-01T10:17:06.000026Z,2020-01-27,370.26,26
37027,922547,916.19,val-027,unique-00037027,false,2020-01-01T10:17:07.000027Z,2020-01-28,370.27,27
37028,358308,917.16,val-028,unique-00037028,false,2020-01-01T10:17:08.000028Z,2020-01-29,370.28,28
37029,794069,918.13,val-029,unique-00037029,true,2020-01-01T10:17:09.000029Z,2020-01-30,370.29,29
37030,229830,919.1,val-030,unique-00037030,false,2020-01-01T10:17:10.000030Z,2020-01-31,370.3,
37031,665591,920.07,val-031,unique-00037031,false,2020-01-01T10:17:11.000031Z,2020-02-01,370.31,31
37032,101352,921.04,val-032,unique-00037032,true,2020-01-01T10:17:12.000032Z,2020-02-02,370.32,32
37033,537113,922.01,val-033,unique-00037033,false,2020-01-01T10:17:13.000033Z,2020-02-03,370.33,33
37034,972874,922.98,val-034,unique-00037034,false,2020-01-01T10:17:14.000034Z,2020-02-04,370.34,34
37035,408635,923.95,val-035,unique-00037035,true,2020-01-01T10:17:15.000035Z,2020-02-05,370.35,35
37036,844396,924.92,val-036,unique-00037036,false,2020-01-01T10:17:16.000036Z,2020-02-06,370.36,36
37037,280157,925.89,val-037,unique-00037037,false,2020-01-01T10:17:17.000037Z,2020-02-07,370.37,
37038,715918,926.86,val-038,unique-00037038,true,2020-01-01T10:17:18.000038Z,2020-02-08,370.38,38
37039,151679,927.83,val-039,unique-00037039,false,2020-01-01T10:17:19.000039Z,2020-02-09,370.39,39
37040,587440,928.8,val-040,unique-00037040,false,2020-01-01T10:17:20.000040Z,2020-02-10,370.4,40
37041,23201,929.77,val-041,unique-00037041,true,2020-01-01T10:17:21.000041Z,2020-02-11,370.41,41
37042,458962,930.74,val-042,unique-00037042,false,2020-01-01T10:17:22.000042Z,2020-02-12,370.42,42
37043,894723,931.71,val-043,unique-00037043,false,2020-01-01T10:17:23.000043Z,2020-02-13,370.43,43
37044,330484,932.68,val-044,unique-00037044,true,2020-01-01T10:17:24.000044Z,2020-02-14,370.44,
37045,766245,933.65,val-045,unique-00037045,false,2020-01-01T10:17:25.000045Z,2020-02-15,370.45,45
37046,202006,934.62,val-046,unique-00037046,false,2020-01-01T10:17:26.000046Z,2020-02-16,370.46,46
37047,637767,935.59,val-047,unique-00037047,true,2020-01-01T10:17:27.000047Z,2020-02-17,370.47,47
37048,73528,936.56,val-048,unique-00037048,false,2020-01-01T10:17:28.000048Z,2020-02-18,370.48,48
37049,509289,937.53,val-049,unique-00037049,false,2020-01-01T10:17:29.000049Z,2020-02-19,370.49,49
37050,945050,938.5,val-050,unique-00037050,true,2020-01-01T10:17:30.000050Z,2020-02-20,370.5,50
37051,380811,939.47,val-051,unique-00037051,false,2020-01-01T10:17:31.000051Z,2020-02-21,370.51,
37052,816572,940.44,val-052,unique-00037052,false,2020-01-01T10:17:32.000052Z,2020-02-22,370.52,52
37053,252333,941.41,val-053,unique-00037053,true,2020-01-01T10:17:33.000053Z,2020-02-23,370.53,53
37054,688094,942.38,val-054,unique-00037054,false,2020-01-01T10:17:34.000054Z,2020-02-24,370.54,54
37055,123855,943.35,val-055,unique-00037055,false,2020-01-01T10:17:35.000055Z,2020-02-25,370.55,55
37056,559616,944.32,val-056,unique-00037056,true,2020-01-01T10:17:36.000056Z,2020-02-26,370.56,56
37057,995377,945.29,val-057,unique-00037057,false,2020-01-01T10:17:37.000057Z,2020-02-27,370.57,57
37058,431138,946.26,val-058,unique-00037058,false,2020-01-01T10:17:38.000058Z,2020-02-28,370.58,
37059,866899,947.23,val-059,unique-00037059,true,2020-01-01T10:17:39.000059Z,2020-02-29,370.59,59
37060,302660,948.2,val-060,unique-00037060,false,2020-01-01T10:17:40.000060Z,2020-03-01,370.6,60
37061,738421,949.17,val-061,unique-00037061,false,2020-01-01T10:17:41.000061Z,2020-03-02,370.61,61
37062,174182,950.14,val-062,unique-00037062,true,2020-01-01T10:17:42.000062Z,2020-03-03,370.62,62
37063,609943,951.11,val-063,unique-00037063,false,2020-01-01T10:17:43.000063Z,2020-03-04,370.63,63
37064,45704,952.08,val-064,unique-00037064,false,2020-01-01T10:17:44.000064Z,2020-03-05,370.64,64
37065,481465,953.05,val-065,unique-00037065,true,2020-01-01T10:17:45.000065Z,2020-03-06,370.65,
37066,917226,954.02,val-066,unique-00037066,false,2020-01-01T10:17:46.000066Z,2020-03-07,370.66,66
37067,352987,954.99,val-067,unique-00037067,false,2020-01-01T10:17:47.000067Z,2020-03-08,370.67,67
37068,788748,955.96,val-068,unique-00037068,true,2020-01-01T10:17:48.000068Z,2020-03-09,370.68,68
37069,224509,956.93,val-069,unique-00037069,false,2020-01-01T10:17:49.000069Z,2020-03-10,370.69,69
37070,660270,957.9,val-070,unique-00037070,false,2020-01-01T10:17:50.000070Z,2020-03-11,370.7,70
37071,96031,958.87,val-071,unique-00037071,true,2020-01-01T10:17:51.000071Z,2020-03-12,370.71,71
37072,531792,959.84,val-072,unique-00037072,false,2020-01-01T10:17:52.000072Z,2020-03-13,370.72,
37073,967553,960.81,val-073,unique-00037073,false,2020-01-01T10:17:53.000073Z,2020-03-14,370.73,73
37074,403314,961.78,val-074,unique-00037074,true,2020-01-01T10:17:54.000074Z,2020-03-15,370.74,74
37075,839075,962.75,val-075,unique-00037075,false,2020-01-01T10:17:55.000075Z,2020-03-16,370.75,75
37076,274836,963.72,val-076,unique-00037076,false,2020-01-01T10:17:56.000076Z,2020-03-17,370.76,76
37077,710597,964.69,val-077,unique-00037077,true,2020-01-01T10:17:57.000077Z,2020-03-18,370.77,77
37078,146358,965.66,val-078,unique-00037078,false,2020-01-01T10:17:58.000078Z,2020-03-19,370.78,78
37079,582119,966.63,val-079,unique-00037079,false,2020-01-01T10:17:59.000079Z,2020-03-20,370.79,
37080,17880,967.6,val-080,unique-00037080,true,2020-01-01T10:18:00.000080Z,2020-03-21,370.8,80
37081,453641,968.57,val-081,unique-00037081,false,2020-01-01T10:18:01.000081Z,2020-03-22,370.81,81
37082,889402,969.54,val-082,unique-00037082,false,2020-01-01T10:18:02.000082Z,2020-03-23,370.82,82
37083,325163,970.51,val-083,unique-00037083,true,2020-01-01T10:18:03.000083Z,2020-03-24,370.83,83
37084,760924,971.48,val-084,unique-00037084,false,2020-01-01T10:18:04.000084Z,2020-03-25,370.84,84
37085,196685,972.45,val-085,unique-00037085,false,2020-01-01T10:18:05.000085Z,2020-03-26,370.85,85
37086,632446,973.42,val-086,unique-00037086,true,2020-01-01T10:18:06.000086Z,2020-03-27,370.86,
37087,68207,974.39,val-087,unique-00037087,false,2020-01-01T10:18:07.000087Z,2020-03-28,370.87,87
37088,503968,975.36,val-088,unique-00037088,false,2020-01-01T10:18:08.000088Z,2020-03-29,370.88,88
37089,939729,976.33,val-089,unique-00037089,true,2020-01-01T10:18:09.000089Z,2020-03-30,370.89,89
37090,375490,977.3,val-090,unique-00037090,false,2020-01-01T10:18:10.000090Z,2020-03-31,370.9,90
37091,811251,978.27,val-091,unique-00037091,false,2020-01-01T10:18:11.000091Z,2020-04-01,370.91,91
37092,247012,979.24,val-092,unique-00037092,true,2020-01-01T10:18:12.000092Z,2020-04-02,370.92,92
37093,682773,980.21,val-093,unique-00037093,false,2020-01-01T10:18:13.000093Z,2020-04-03,370.93,
37094,118534,981.18,val-094,unique-00037094,false,2020-01-01T10:18:14.000094Z,2020-04-04,370.94,94
37095,554295,982.15,val-095,unique-00037095,true,2020-01-01T10:18:15.000095Z,2020-04-05,370.95,95
37096,990056,983.12,val-096,unique-00037096,false,2020-01-01T10:18:16.000096Z,2020-04-06,370.96,96
37097,425817,984.09,val-097,unique-00037097,false,2020-01-01T10:18:17.000097Z,2020-04-07,370.97,97
37098,861578,985.06,val-098,unique-00037098,true,2020-01-01T10:18:18.000098Z,2020-04-08,370.98,98
37099,297339,986.03,val-099,unique-00037099,false,2020-01-01T10:18:19.000099Z,2020-04-09,370.99,99
37100,733100,987.0,val-100,unique-00037100,false,2020-01-01T10:18:20.000100Z,2020-04-10,371,
37101,168861,987.97,val-101,unique-00037101,true,2020-01-01T10:18:21.000101Z,2020-04-11,371.01,101
37102,604622,988.94,val-102,unique-00037102,false,2020-01-01T10:18:22.000102Z,2020-04-12,371.02,102
37103,40383,989.91,val-103,unique-00037103,false,2020-01-01T10:18:23.000103Z,2020-04-13,371.03,103
37104,476144,990.88,val-104,unique-00037104,true,2020-01-01T10:18:24.000104Z,2020-04-14,371.04,104
37105,911905,991.85,val-105,unique-00037105,false,2020-01-01T10:18:25.000105Z,2020-04-15,371.05,105
37106,347666,992.82,val-106,unique-00037106,false,2020-01-01T10:18:26.000106Z,2020-04-16,371.06,106
37107,783427,993.79,val-107,unique-00037107,true,2020-01-01T10:18:27.000107Z,2020-04-17,371.07,
37108,219188,994.76,val-108,unique-00037108,false,2020-01-01T10:18:28.000108Z,2020-04-18,371.08,108
37109,654949,995.73,val-109,unique-00037109,false,2020-01-01T10:18:29.000109Z,2020-04-19,371.09,109
37110,90710,996.7,val-110,unique-00037110,true,2020-01-01T10:18:30.000110Z,2020-04-20,371.1,110
37111,526471,997.67,val-111,unique-00037111,false,2020-01-01T10:18:31.000111Z,2020-04-21,371.11,111
37112,962232,998.64,val-112,unique-00037112,false,2020-01-01T10:18:32.000112Z,2020-04-22,371.12,112
37113,397993,999.61,val-113,unique-00037113,true,2020-01-01T10:18:33.000113Z,2020-04-23,371.13,113
37114,833754,0.58,val-114,unique-00037114,false,2020-01-01T10:18:34.000114Z,2020-04-24,371.14,
37115,269515,1.55,val-115,unique-00037115,false,2020-01-01T10:18:35.000115Z,2020-04-25,371.15,115
37116,705276,2.52,val-116,unique-00037116,true,2020-01-01T10:18:36.000116Z,2020-04-26,371.16,116
37117,141037,3.49,val-117,unique-00037117,false,2020-01-01T10:18:37.000117Z,2020-04-27,371.17,117
37118,576798,4.46,val-118,unique-00037118,false,2020-01-01T10:18:38.000118Z,2020-04-28,371.18,118
37119,12559,5.43,val-119,unique-00037119,true,2020-01-01T10:18:39.000119Z,2020-04-29,371.19,119
37120,448320,6.4,val-120,unique-00037120,false,2020-01-01T10:18:40.000120Z,2020-04-30,371.2,120
37121,884081,7.37,val-121,unique-00037121,false,2020-01-01T10:18:41.000121Z,2020-05-01,371.21,
37122,319842,8.34,val-122,unique-00037122,true,2020-01-01T10:18:42.000122Z,2020-05-02,371.22,122
37123,755603,9.31,val-123,unique-00037123,false,2020-01-01T10:18:43.000123Z,2020-05-03,371.23,123
37124,191364,10.28,val-124,unique-00037124,false,2020-01-01T10:18:44.000124Z,2020-05-04,371.24,124
37125,627125,11.25,val-125,unique-00037125,true,2020-01-01T10:18:45.000125Z,2020-05-05,371.25,125
37126,62886,12.22,val-126,unique-00037126,false,2020-01-01T10:18:46.000126Z,2020-05-06,371.26,126
37127,498647,13.19,val-127,unique-00037127,false,2020-01-01T10:18:47.000127Z,2020-05-07,371.27,127
37128,934408,14.16,val-128,unique-00037128,true,2020-01-01T10:18:48.000128Z,2020-05-08,371.28,
37129,370169,15.13,val-129,unique-00037129,false,2020-01-01T10:18:49.000129Z,2020-05-09,371.29,129
37130,805930,16.1,val-130,unique-00037130,false,2020-01-01T10:18:50.000130Z,2020-05-10,371.3,130
37131,241691,17.07,val-131,unique-00037131,true,2020-01-01T10:18:51.000131Z,2020-05-11,371.31,131
37132,677452,18.04,val-132,unique-00037132,false,2020-01-01T10:18:52.000132Z,2020-05-12,371.32,132
37133,113213,19.01,val-133,unique-00037133,false,2020-01-01T10:18:53.000133Z,2020-05-13,371.33,133
37134,548974,19.98,val-134,unique-00037134,true,2020-01-01T10:18:54.000134Z,2020-05-14,371.34,134
37135,984735,20.95,val-135,unique-00037135,false,2020-01-01T10:18:55.000135Z,2020-05-15,371.35,
37136,420496,21.92,val-136,unique-00037136,false,2020-01-01T10:18:56.000136Z,2020-05-16,371.36,136
37137,856257,22.89,val-137,unique-00037137,true,2020-01-01T10:18:57.000137Z,2020-05-17,371.37,137
37138,292018,23.86,val-138,unique-00037138,false,2020-01-01T10:18:58.000138Z,2020-05-18,371.38,138
37139,727779,24.83,val-139,unique-00037139,false,2020-01-01T10:18:59.000139Z,2020-05-19,371.39,139
37140,163540,25.8,val-140,unique-00037140,true,2020-01-01T10:19:00.000140Z,2020-05-20,371.4,140
37141,599301,26.77,val-141,unique-00037141,false,2020-01-01T10:19:01.000141Z,2020-05-21,371.41,141
37142,35062,27.74,val-142,unique-00037142,false,2020-01-01T10:19:02.000142Z,2020-05-22,371.42,
37143,470823,28.71,val-143,unique-00037143,true,2020-01-01T10:19:03.000143Z,2020-05-23,371.43,143
37144,906584,29.68,val-144,unique-00037144,false,2020-01-01T10:19:04.000144Z,2020-05-24,371.44,144
37145,342345,30.65,val-145,unique-00037145,false,2020-01-01T10:19:05.000145Z,2020-05-25,371.45,145
37146,778106,31.62,val-146,unique-00037146,true,2020-01-01T10:19:06.000146Z,2020-05-26,371.46,146
37147,213867,32.59,val-147,unique-00037147,false,2020-01-01T10:19:07.000147Z,2020-05-27,371.47,147
37148,649628,33.56,val-148,unique-00037148,false,2020-01-01T10:19:08.000148Z,2020-05-28,371.48,148
37149,85389,34.53,val-149,unique-00037149,true,2020-01-01T10:19:09.000149Z,2020-05-29,371.49,
37150,521150,35.5,val-150,unique-00037150,false,2020-01-01T10:19:10.000150Z,2020-05-30,371.5,150
37151,956911,36.47,val-151,unique-00037151,false,2020-01-01T10:19:11.000151Z,2020-05-31,371.51,151
37152,392672,37.44,val-152,unique-00037152,true,2020-01-01T10:19:12.000152Z,2020-06-01,371.52,152
37153,828433,38.41,val-153,unique-00037153,false,2020-01-01T10:19:13.000153Z,2020-06-02,371.53,153
37154,264194,39.38,val-154,unique-00037154,false,2020-01-01T10:19:14.000154Z,2020-06-03,371.54,154
37155,699955,40.35,val-155,unique-00037155,true,2020-01-01T10:19:15.000155Z,2020-06-04,371.55,155
37156,135716,41.32,val-156,unique-00037156,false,2020-01-01T10:19:16.000156Z,2020-06-05,371.56,
37157,571477,42.29,val-157,unique-00037157,false,2020-01-01T10:19:17.000157Z,2020-06-06,371.57,157
37158,7238,43.26,val-158,unique-00037158,true,2020-01-01T10:19:18.000158Z,2020-06-07,371.58,158
37159,442999,44.23,val-159,unique-00037159,false,2020-01-01T10:19:19.000159Z,2020-06-08,371.59,159
37160,878760,45.2,val-160,unique-00037160,false,2020-01-01T10:19:20.000160Z,2020-06-09,371.6,160
37161,314521,46.17,val-161,unique-00037161,true,2020-01-01T10:19:21.000161Z,2020-06-10,371.61,161
37162,750282,47.14,val-162,unique-00037162,false,2020-01-01T10:19:22.000162Z,2020-06-11,371.62,162
37163,186043,48.11,val-163,unique-00037163,false,2020-01-01T10:19:23.000163Z,2020-06-12,371.63,
37164,621804,49.08,val-164,unique-00037164,true,2020-01-01T10:19:24.000164Z,2020-06-13,371.64,164
37165,57565,50.05,val-165,unique-00037165,false,2020-01-01T10:19:25.000165Z,2020-06-14,371.65,165
37166,493326,51.02,val-166,unique-00037166,false,2020-01-01T10:19:26.000166Z,2020-06-15,371.66,166
37167,929087,51.99,val-167,unique-00037167,true,2020-01-01T10:19:27.000167Z,2020-06-16,371.67,167
37168,364848,52.96,val-168,unique-00037168,false,2020-01-01T10:19:28.000168Z,2020-06-17,371.68,168
37169,800609,53.93,val-169,unique-00037169,false,2020-01-01T10:19:29.000169Z,2020-06-18,371.69,169
37170,236370,54.9,val-170,unique-00037170,true,2020-01-01T10:19:30.000170Z,2020-06-19,371.7,
37171,672131,55.87,val-171,unique-00037171,false,2020-01-01T10:19:31.000171Z,2020-06-20,371.71,171
37172,107892,56.84,val-172,unique-00037172,false,2020-01-01T10:19:32.000172Z,2020-06-21,371.72,172
37173,543653,57.81,val-173,unique-00037173,true,2020-01-01T10:19:33.000173Z,2020-06-22,371.73,173
37174,979414,58.78,val-174,unique-00037174,false,2020-01-01T10:19:34.000174Z,2020-06-23,371.74,174
37175,415175,59.75,val-175,unique-00037175,false,2020-01-01T10:19:35.000175Z,2020-06-24,371.75,175
37176,850936,60.72,val-176,unique-00037176,true,2020-01-01T10:19:36.000176Z,2020-06-25,371.76,176
37177,286697,61.69,val-177,unique-00037177,false,2020-01-01T10:19:37.000177Z,2020-06-26,371.77,
37178,722458,62.66,val-178,unique-00037178,false,2020-01-01T10:19:38.000178Z,2020-06-27,371.78,178
37179,158219,63.63,val-179,unique-00037179,true,2020-01-01T10:19:39.000179Z,2020-06-28,371.79,179
37180,593980,64.6,val-180,unique-00037180,false,2020-01-01T10:19:40.000180Z,2020-06-29,371.8,180
37181,29741,65.57,val-181,unique-00037181,false,2020-01-01T10:19:41.000181Z,2020-06-30,371.81,181
37182,465502,66.54,val-182,unique-00037182,true,2020-01-01T10:19:42.000182Z,2020-07-01,371.82,182
37183,901263,67.51,val-183,unique-00037183,false,2020-01-01T10:19:43.000183Z,2020-07-02,371.83,183
37184,337024,68.48,val-184,unique-00037184,false,2020-01-01T10:19:44.000184Z,2020-07-03,371.84,
37185,772785,69.45,val-185,unique-00037185,true,2020-01-01T10:19:45.000185Z,2020-07-04,371.85,185
37186,208546,70.42,val-186,unique-00037186,false,2020-01-01T10:19:46.000186Z,2020-07-05,371.86,186
37187,644307,71.39,val-187,unique-00037187,false,2020-01-01T10:19:47.000187Z,2020-07-06,371.87,187
